Front,Back,Tags
What is contact stress?,"Localized pressure on body tissues from contact with a hard edge or surface, potentially causing pain or injury.

Reference: pp. 389–391 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH13 CIH_Ergonomics Concept
What is the general ergonomic intervention sequence?,"Identify task demands and risk factors, redesign the task/tool/workstation where feasible, modify work practices, and use training or PPE as supplemental measures.

Reference: pp. 405–414 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH13 CIH_Ergonomics Concept
Why should workstation design consider anthropometric variability?,"A design fitting an average worker may not fit shorter or taller workers; adjustability can accommodate a broader range.

Reference: pp. 360–365 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH13 CIH_Ergonomics Concept
What role does worker participation play in ergonomics?,"Workers provide critical information about task demands, discomfort, and practical feasibility of proposed changes.

Reference: pp. 405–414 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH13 CIH_Ergonomics Concept
What is a biohazard?,"A biological agent or material capable of causing harmful health effects in exposed people.

Reference: pp. 419–423 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_Biohazards Concept
Name major categories of biological hazards in the workplace.,"Bacteria, viruses, fungi, parasites, biological toxins, and other biological materials capable of causing disease or sensitization.

Reference: pp. 419–430 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_Biohazards Concept
What are the major routes of biological exposure?,"Inhalation, ingestion, skin/mucous-membrane contact, and inoculation/percutaneous exposure.

Reference: pp. 423–430 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_Biohazards Concept
What is a bioaerosol?,"An airborne biological particle, organism, fragment, or biologically derived material capable of being transported in air.

Reference: pp. 425–430 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_Biohazards Concept
What is hypersensitivity pneumonitis?,"An allergic-type inflammatory lung disease caused by inhalation of certain biological materials.

Reference: pp. 425–430 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_Biohazards Concept
What is a zoonosis?,"A disease that can be transmitted between animals and humans.

Reference: pp. 419–425 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_Biohazards Concept
What is the first step in protecting workers from infectious occupational hazards?,"Perform a risk assessment to identify settings and tasks with meaningful potential for exposure.

Reference: p. 449 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_Biohazards Concept
Why are engineering and administrative controls important for infectious agents?,"They reduce the opportunity for exposure by controlling the source, process, environment, and work practices before relying on PPE.

Reference: pp. 449–450 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_NonEngineeringControls Concept
When might respirators be considered for biological aerosols?,"When procedures have high potential to generate aerosols or when engineering/primary containment does not adequately control exposure.

Reference: pp. 449–450 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_NonEngineeringControls Concept
What is a biological safety cabinet used for?,"Primary containment that controls aerosols and protects personnel and/or the product depending on cabinet type.

Reference: pp. 430–450 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH14 CIH_EngineeringControls Concept
What is the preferred sampling approach for evaluating a worker's airborne chemical exposure?,"Personal air sampling with the sampling device positioned as close as possible to the worker's breathing zone.

Reference: p. 523 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_AirSampling Concept
Define the breathing zone used for personal sampling in the book.,"A hemisphere in front of the shoulders with a radius of approximately 6–9 inches.

Reference: p. 523 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_AirSampling Concept
What is the basic concentration equation for an air sample?,"Concentration = mass of contaminant collected ÷ volume of air passed through the collection device.

Reference: p. 523 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_AirSampling Calculation
What is a grab sample?,"A short-duration sample, usually less than about 5 minutes, used to identify peak or ceiling concentrations or for screening.

Reference: p. 524 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_AirSampling Concept
What is integrated air sampling?,"Sampling that integrates varying concentrations over a defined period to estimate an average exposure such as an 8-hour or 15-minute TWA.

Reference: p. 524 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_AirSampling Concept
Why are area samples generally not preferred for estimating personal exposure?,"Conditions at a fixed location may not match the worker's actual exposure.

Reference: p. 523 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_AirSampling Concept
What is accuracy?,"How close a measurement is to the true value.

Reference: p. 510 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_BiostatsEpi Concept
What is precision?,"The degree of agreement among repeated measurements under the same conditions.

Reference: p. 510 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_BiostatsEpi Concept
What type of error primarily affects accuracy?,"Determinate/systematic error, which creates consistent bias.

Reference: p. 510 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_BiostatsEpi Concept
What type of error primarily affects precision?,"Indeterminate/random error, which produces variability among results.

Reference: p. 510 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH15 CIH_BiostatsEpi Concept
What is the purpose of air sampling in an IH program?,"To evaluate employee exposure, help design/evaluate controls, and document compliance with applicable requirements.

Reference: pp. 523–524 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Concept
What are the two broad categories of air-sampling equipment?,"Direct-reading instruments and sample-collection devices for subsequent laboratory analysis.

Reference: p. 524 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Concept
What is the purpose of a sampling train?,"To draw a known volume of workplace air through an appropriate collection device so the contaminant can be quantified.

Reference: pp. 524–531 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Concept
What is a passive monitor?,"A sampler that collects contaminants by diffusion or permeation without a powered sampling pump.

Reference: pp. 526–527 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Concept
Name common particulate collection devices described in the book.,"Filters, cyclones, electrostatic precipitators, inertial impactors, impingers, and elutriators.

Reference: pp. 527–531 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Concept
Why is pump calibration critical?,"The calculated sampled-air volume depends on flow rate and time; inaccurate flow produces biased concentration results.

Reference: pp. 531–539 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Concept
What is primary calibration?,"Calibration against a standard that directly measures volumetric airflow, such as a soap-bubble meter or spirometer.

Reference: pp. 536–538 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Concept
What should be recorded about calibration?,"Calibration conditions and results, the equipment used, and relevant sampling parameters should be documented.

Reference: pp. 536–540 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_IHProgram Concept
Calculate sampled air volume at 2.0 L/min for 120 min.,"V = Q×t = 2.0 L/min × 120 min = 240 L = 0.240 m³.

Reference: p. 531 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Calculation
"If 2.4 mg contaminant is collected from 240 L of air, what is concentration?","C = 2.4 mg / 240 L = 0.010 mg/L = 10 mg/m³.

Reference: p. 523 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH16 CIH_AirSampling Calculation
What is a direct-reading instrument?,"An instrument that provides an immediate measurement or indication of airborne contaminant concentration.

Reference: pp. 561–565 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AirSampling Concept
What is the basic principle of an infrared direct-reading analyzer?,"It measures the reduction in infrared energy transmitted through a sample caused by absorption at selected wavelengths.

Reference: pp. 574–576 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AnalyticalChemistry Concept
What is the advantage of a double-beam infrared instrument?,"It compares sample and reference paths so background absorption can be compensated.

Reference: p. 576 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AnalyticalChemistry Concept
What is FTIR useful for in workplace air monitoring?,"Rapidly scanning many infrared wavelengths so multiple compounds in complex gas mixtures can potentially be identified and quantified.

Reference: p. 576 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AnalyticalChemistry Concept
What is an open-path infrared analyzer?,"An instrument that measures infrared absorption along an open-air path rather than within a contained gas cell.

Reference: pp. 576–577 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AnalyticalChemistry Concept
What is cross-sensitivity?,"An instrument response caused by substances other than the target contaminant, potentially biasing the measurement.

Reference: pp. 561–583 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AnalyticalChemistry Concept
Why is calibration against a known concentration important for direct-reading instruments?,"It establishes the relationship between instrument response and contaminant concentration under the measurement conditions.

Reference: pp. 561–583 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AirSampling Concept
What is a limitation of direct-reading instruments in complex mixtures?,"Interferents or overlapping responses can make compound-specific identification and quantification difficult.

Reference: pp. 574–577 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AnalyticalChemistry Concept
What is a PID generally useful for?,"Screening and monitoring volatile organic compounds that respond to photoionization, subject to lamp energy and compound-specific response factors.

Reference: pp. 561–570 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AirSampling Concept
Why should direct-reading measurements be interpreted with instrument limitations in mind?,"Accuracy, precision, response factors, environmental conditions, and cross-sensitivities can materially affect the indicated concentration.

Reference: pp. 561–583 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH17 CIH_AirSampling Concept
What is the hierarchy principle emphasized for controlling occupational health hazards?,"Prefer controls that eliminate or reduce the hazard at its source before relying on measures that depend on worker behavior.

Reference: pp. 585–594 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_NonEngineeringControls Concept
What are the main engineering-control methods named in Chapter 18?,"Substitution, isolation, enclosure, and ventilation.

Reference: p. 594 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_EngineeringControls Concept
Why is substitution generally powerful as a control?,"It removes or replaces the hazardous agent with a less hazardous material or process rather than relying on exposure reduction alone.

Reference: pp. 585–594 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_NonEngineeringControls Concept
What is enclosure?,"Containing a hazardous process or equipment so contaminants are prevented or minimized from escaping into the workroom.

Reference: p. 594 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_EngineeringControls Concept
What is isolation as an IH control?,"Separating people from the hazard by distance, time, location, enclosure, or other means.

Reference: p. 594 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_EngineeringControls Concept
What is local exhaust ventilation?,"A control that captures or contains contaminants at their source before they escape into the work area.

Reference: p. 595 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_EngineeringControls Concept
Why is LEV generally preferred over dilution for a major localized source?,"LEV removes contaminants at the source and typically requires much less airflow than dilution ventilation.

Reference: p. 595 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_EngineeringControls Concept
What are administrative controls?,"Controls that change how work is organized or performed, such as work-period reduction, job rotation, maintenance, hygiene, and work practices.

Reference: pp. 596–597 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_NonEngineeringControls Concept
Why are administrative controls less desirable than engineering controls?,"They depend on consistent employee implementation or intervention.

Reference: p. 597 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_NonEngineeringControls Concept
When are respirators appropriately used in the control hierarchy?,"When engineering/work-practice controls are infeasible or insufficient, during installation/maintenance, or in emergencies, while recognizing their limitations.

Reference: pp. 597–598 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH18 CIH_NonEngineeringControls Concept
What are the basic components of a local exhaust ventilation system?,"One or more hoods, ducts, an air cleaner if needed, a fan, and a discharge/stack.

Reference: p. 595 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
What is the primary function of a hood?,"Capture or contain contaminant-laden air at or near the source.

Reference: pp. 607–620 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
What is capture velocity?,"The air velocity at a point needed to overcome contaminant dispersion and draw the contaminant into the hood.

Reference: pp. 607–620 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
Why should a hood be positioned to move contaminants away from the breathing zone?,"To prevent the contaminant plume from passing through the worker's breathing zone before capture.

Reference: p. 595 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
What is a flanged hood's advantage?,"The flange reduces air drawn from behind the hood and improves inward velocity along the centerline.

Reference: p. 620 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
What is a canopy hood best suited for?,"Receiving hot gases/vapors that naturally rise into the hood, when workers do not have to lean over the process.

Reference: p. 622 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
Why can small duct diameters increase operating cost?,"They produce higher duct velocities and pressure losses, requiring more fan pressure and power.

Reference: pp. 623–624 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
What transport velocity does the book cite as common for ordinary dusts?,"Approximately 3,000–4,000 ft/min, with higher velocities for denser, larger, or sticky materials.

Reference: p. 624 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
"Calculate the centerline velocity for the book's flanged-hood example: Q=500 cfm, X=0.5 ft, A=0.22 ft², using Q=0.75Vx(10X²+A).","Vx = 500/[0.75(10×0.5²+0.22)] ≈ 245 ft/min.

Reference: p. 620 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Calculation
Why should LEV performance be rechecked after installation?,"To verify specified airflow rates and duct velocities and to detect degradation requiring maintenance.

Reference: pp. 595–596 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH19 CIH_EngineeringControls Concept
What is dilution ventilation?,"Supplying clean air and exhausting contaminated air to dilute contaminants in a work area to acceptable concentrations.

Reference: pp. 631–633 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Concept
When is dilution ventilation generally a poor choice?,"For major localized sources, especially highly toxic dusts/fumes, where source capture is more effective.

Reference: p. 595 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Concept
What variables appear in the book's steady-state dilution-airflow equation?,"Specific gravity, liquid use/evaporation rate, molecular weight, target concentration, and a safety factor K.

Reference: p. 633 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Concept
State the book's dilution airflow equation.,"Q = 403 × sp gr × W × K × 1,000,000 / (M × L), with Q in ft³/min and L in ppm.

Reference: p. 633 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Calculation
What range does the book give for the dilution-ventilation safety factor K?,"Normally 3 to 10, with higher values for poorer airflow conditions or greater uncertainty.

Reference: p. 633 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Concept
"Calculate dilution airflow for MEK: sp gr=0.81, W=0.033 pint/min, K=5, M=72, L=50 ppm.","Q ≈ 14,961 ft³/min.

Reference: p. 633 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Calculation
What is effective ventilation airflow Q′ in the purging equation?,"Q′ = Q/K, representing the portion of actual airflow effectively diluting contaminants before they reach the breathing zone.

Reference: p. 634 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Calculation
State the purging equation from the book.,"Cₜ = C₀ exp(−Q′t/Vᵣ).

Reference: p. 634 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Calculation
"Using Q=14,961 ft³/min, K=5, Vr=9,000 ft³, and C₀=4,000 ppm, how long to reach 50 ppm after release stops?","Q′≈2,992 ft³/min; t = −Vr/Q′ ln(50/4000) ≈ 13.2 min.

Reference: pp. 634–635 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Calculation
Why does the purging equation never mathematically reach zero concentration?,"Because exponential decay approaches zero asymptotically rather than reaching exactly zero.

Reference: p. 634 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH20 CIH_EngineeringControls Concept
What is the primary purpose of an HVAC system?,"Provide adequate fresh, clean, tempered air to building occupants and help maintain acceptable indoor air quality.

Reference: p. 643 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_CommunityExposure Concept
What does OA mean in HVAC terminology?,"Outdoor air.

Reference: p. 643 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_CommunityExposure Concept
What is an AHU?,"Air-handling unit—the ventilation equipment in an HVAC system.

Reference: p. 644 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_EngineeringControls Concept
What organization is identified as the primary North American association dealing with IAQ issues?,"ASHRAE.

Reference: p. 644 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_CommunityExposure Concept
How does acceptable indoor air quality differ from merely having no obvious odor?,"The chapter defines acceptable IAQ using absence of known contaminants at harmful levels plus broad occupant acceptability, not odor alone.

Reference: p. 644 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_CommunityExposure Concept
What can cause poor indoor air quality?,"Inadequate outdoor air, pollutant sources, HVAC deficiencies, building materials, moisture/microbial contamination, and poor maintenance.

Reference: pp. 647–650 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_CommunityExposure Concept
Why can energy conservation conflict with IAQ?,"Reducing outdoor-air intake can save energy but may allow indoor contaminants to accumulate.

Reference: pp. 643–647 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_CommunityExposure Concept
What is a basic troubleshooting principle for HVAC systems?,"Characterize airflow, identify contaminant sources, inspect system operation/maintenance, and verify supply/exhaust paths.

Reference: pp. 650–654 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_EngineeringControls Concept
What is a key maintenance measure for IAQ?,"Regular inspection and preventive maintenance of HVAC components and control of moisture/microbial contamination.

Reference: pp. 650–656 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_CommunityExposure Concept
Why is outdoor air important in dilution-based IAQ control?,"It provides clean air that can dilute indoor contaminants and remove accumulated pollutants when properly distributed.

Reference: p. 643 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH21 CIH_EngineeringControls Concept
Why are respirators considered a less satisfactory means of exposure control?,"They depend on correct selection, fit, fit testing, use, maintenance, and timely replacement and can interfere with comfort, vision, communication, or other functions.

Reference: pp. 667–668 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Concept
When is respiratory protection required according to the chapter's hierarchy?,"When effective engineering/work-practice controls are infeasible or insufficient, during certain maintenance/emergency operations, or in oxygen-deficient atmospheres.

Reference: pp. 667–668 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Concept
What is an air-purifying respirator (APR)?,"A respirator that removes contaminants from ambient air using filters, cartridges, canisters, or combinations.

Reference: pp. 673–688 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Concept
What is an atmosphere-supplying respirator?,"A respirator that supplies breathing air from a source independent of the ambient atmosphere.

Reference: pp. 673–688 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Concept
What is IDLH?,"An atmosphere posing an immediate threat to life, causing irreversible adverse health effects, or impairing the ability to escape.

Reference: p. 692 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Concept
What respirator types does the book identify for IDLH atmospheres?,"A positive-pressure pressure-demand SCBA with at least 30-minute service life, or a pressure-demand full-facepiece air-line respirator with auxiliary self-contained air supply.

Reference: p. 692 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Concept
What is an assigned protection factor (APF) used for?,"To estimate the level of protection expected from a respirator class when properly selected and used.

Reference: pp. 688–692 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Concept
How is maximum use concentration (MUC) calculated in the book?,"MUC = exposure limit × APF, subject to the applicable constraints and IDLH limits.

Reference: p. 692 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Calculation
Calculate MUC for a TLV of 10 ppm and APF of 10.,"MUC = 10 ppm × 10 = 100 ppm.

Reference: p. 692 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Calculation
What is the purpose of fit testing?,"To verify that a tight-fitting respirator facepiece seals adequately to the individual user's face.

Reference: pp. 696–700 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH22 CIH_NonEngineeringControls Concept
What is the industrial hygienist's central professional function?,"Anticipate, recognize, evaluate, and control occupational health hazards.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_IHProgram Concept
What scientific areas commonly support IH practice?,"Chemistry, physics, biology, engineering, toxicology, epidemiology/statistics, ergonomics, and related health sciences.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_BasicScience Concept
Why must an IH understand industrial processes?,"Process knowledge is needed to anticipate sources, emission mechanisms, exposure scenarios, and feasible controls.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_WorkEnvironments Concept
What is professional judgment in industrial hygiene?,"The informed application of scientific evidence, measurement data, experience, standards, and uncertainty to occupational health decisions.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_RiskAnalysis Concept
What is a key communication responsibility of the IH?,"Explain hazards, exposure findings, risks, limitations, and control recommendations to affected parties in understandable terms.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_RiskAnalysis Concept
Why does the IH need knowledge of sampling limitations?,"A measured concentration is only meaningful when the sampling strategy, instrument, analytical method, and data quality support the conclusion.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_AirSampling Concept
What is the relationship between IH and safety practice?,"They overlap substantially, and professionals in each area often apply principles from the other discipline.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_IHProgram Concept
What is a major ethical responsibility of an IH?,"Protect worker health and well-being and base professional judgment on recognized scientific principles.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_IHProgram Concept
Why should IH recommendations consider feasibility?,"Controls must be technically appropriate and implementable within the real process, workforce, and operating environment.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_EngineeringControls Concept
What is the value of continuing professional development?,"It keeps the practitioner's technical knowledge current as hazards, standards, methods, and control technologies evolve.

Reference: pp. 727–741 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH23 CIH_IHProgram Concept
What is the safety professional's principal focus?,"Prevention and control of safety hazards, incidents, and associated losses through technical and organizational methods.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_IHProgram Concept
What disciplines support safety professional practice?,"Engineering, physics, chemistry, statistics, mathematics, measurement/analysis, human behavior, motivation, and communication.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_BasicScience Concept
Why do safety and industrial hygiene functions overlap?,"Both evaluate workplace hazards and develop controls, and many hazards have both safety and health consequences.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_IHProgram Concept
What is a key difference between acute safety and chronic health hazards?,"Safety hazards often produce immediate injury potential, while occupational health hazards may produce disease or impairment after repeated or prolonged exposure.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_RiskAnalysis Concept
Why is communication important to safety professionals?,"Controls depend on workers and managers understanding hazards, expectations, procedures, and consequences.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_RiskAnalysis Concept
What role can the safety professional play in incident investigation?,"Identify causal factors and contributing conditions and recommend corrective actions to prevent recurrence.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_IHProgram Concept
What is the value of management involvement in safety and health?,"Visible management commitment supports accountability, resources, participation, and implementation of controls.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_IHProgram Concept
Why should safety and IH programs be coordinated?,"Many hazards require integrated assessment and controls, and coordination avoids conflicting or duplicated efforts.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_IHProgram Concept
What is an example of a shared control between safety and IH?,"Machine/process enclosure, ventilation, isolation, training, PPE, or work-practice controls may address both safety and health hazards.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_EngineeringControls Concept
What is a practical characteristic of an effective safety program?,"Clear responsibilities, hazard identification, risk control, training, employee involvement, evaluation, and follow-up.

Reference: pp. 743–763 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH24 CIH_IHProgram Concept
What is occupational medicine?,"A medical field focused on worker health in relation to work, including prevention, diagnosis, treatment, surveillance, and fitness for work.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_IHProgram Concept
Why must occupational medicine work closely with industrial hygiene?,"Medical findings and exposure information complement each other in recognizing work-related disease and preventing exposure.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_IHProgram Concept
What is the role of medical surveillance?,"To identify health effects or early indicators associated with workplace hazards and help evaluate the effectiveness of preventive measures.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_RiskAnalysis Concept
What is fitness-for-duty assessment?,"Evaluation of whether a worker's health status is compatible with the essential demands and hazards of a job.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_RiskAnalysis Concept
Why is exposure history important to occupational medicine?,"It provides context for interpreting symptoms, test results, disease patterns, and possible work-related causation.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_Toxicology Concept
What is preplacement medical evaluation intended to accomplish?,"Identify relevant health conditions and establish whether a worker can safely perform the job given its demands and hazards.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_RiskAnalysis Concept
How can medical findings support an IH program?,"They can identify patterns suggesting inadequate control or previously unrecognized hazards, prompting further exposure evaluation.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_IHProgram Concept
Why is confidentiality important in occupational medicine?,"Personal medical information must be protected while communicating the information necessary for health and safety decisions.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_IHProgram Concept
What is the preventive emphasis of occupational medicine?,"Prevent work-related disease and injury rather than relying solely on diagnosis and treatment after harm occurs.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_IHProgram Concept
Why should medical and exposure data be interpreted together?,"Health outcomes alone do not define exposure, and exposure measurements alone do not establish disease; the two streams provide complementary evidence.

Reference: pp. 765–773 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH25 CIH_RiskAnalysis Concept
